superAdjFV_rnk,adjFV_rnk,avgFV_rnk,ofpFV_rnk,superAdj_FV,adj_FV,avg_FV,ofp_FV,PV,FV,*BIO*,fnames,lnames,year,age,position,bats,throws,height,weight,p_type,FV_pts,FV_weight,*IDs*,prospect_id,mlb_id,mlb_draft_id,fg_major_id,fg_minor_id,*FG*,FGOvrRnk,FG_DraftRank,FG_OrgRank,FG_DraftPick,FGSchool,FG_Level,FG_Signed,FG_Team,FG_Athleticism,FG_Performer,FG_Risk,FG_Variance,FG_ETA,FG_FV,FG_Video,FG_ShortBlurb,FG_Blurb,*mlb*,MLB_School,MLB_Team,MLB_Drafted,MLB_Signed,MLB_ETA,MLB_FV,MLB_Blurb,*mi*,mi_team,mi_teamRank,mi_grade,mi_eta,mi_FV,*MLB_PRO*,MLB_OrgRank,MLB_OvrRank,*MLB_DRAFT*,MLB_Grade,MLB_Commit,*OFP*,FG_Hitters_pOFP,FG_Hitters_fOFP,MLB_Hitters_OFP,FG_Pitchers_pOFP,FG_Pitchers_fOFP,MLB_Pitchers_OFP,*BONUS_OFP*,MaxVelo_Bonus,FastballRPM_Bonus,BreakingRPM_Bonus,Athleticism_Bonus,Performance_Bonus,Trend_Bonus,*FG_HIT*,Hit_present,GamePower_present,RawPower_present,Speed_present,Field_present,Throws_present,Hit_future,GamePower_future,RawPower_future,Speed_future,Field_future,Throws_future,*FG_PITCH*,TJ_Date,Fastball_RPM,Breaking_RPM,Command_present,Fastball_present,Changeup_present,Curveball_present,Slider_present,Cutter_present,Splitter_present,Command_future,Fastball_future,Changeup_future,Curveball_future,Slider_future,Cutter_future,Splitter_future,*MLB_HIT*,hit,power,run,arm,field,*MLB_PITCH*,fastball,change,curve,slider,cutter,splitter,other,control,NSBL_Team,NSBL_Salary,NSBL_Year
726,738,927,280,"""41.2""","""41.1""","""37.0""","""51.8""","""48.6""","""52.1""","""|""","""Ryley""","""Gilliam""",2020,"""23.8""","""RHP""","""R""","""R""","""70""","""170""","""professional""",148,4,"""|""",2519,663894,"""gilliam_ryley""",,"""sa3008225""","""|""",,,26,,"""Clemson""","""AAA""",,"""NYM""",,,,,2021,37,"""o82FlqgH6Qw""",,"""Gilliam was the ace starter for one of the most prospect-laden prep teams in the country in 2015, Kennesaw Mountain High School, which also had current top 100 prospect Tyler Stephenson (Reds) and center fielder Reggie Pruitt (Blue Jays), who got a $500,000 bonus in the 24th round. Gilliam could've received a low-to-mid six figure bonus out of high school, but instead went to Clemson, where he mostly relieved, a role that agreed with his aggressive approach and fastball/curveball combination. He has two above-average offerings rather than a true plus out pitch, which is why he's in this tier rather than the 40 FV one.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""48.6""","""52.1""",,"""|""",0.5000,0.0000,0.0000,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2400,2600,40,55,,55,,,,45,60,,55,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
727,694,928,126,"""41.2""","""41.4""","""37.0""","""53.7""","""47.1""","""54.3""","""|""","""Nick""","""Mikolajchak""",2020,"""22.5""","""RHP""","""R""","""R""","""74""","""215""","""professional""",148,4,"""|""",3193,,,,"""sa3010303""","""|""",,,42,,"""Sam Houston State""","""A-""",,"""CLE""",,,,,2023,37,,,"""Mikolajchak bounced back and forth between the Sam Houston bullpen and rotation during his final two years there, looking best in relief and projecting there in a big league role. He was 90-95 with an above-average curveball after signing.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""47.1""","""54.3""",,"""|""",0.2500,0.0000,,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2350,,40,50,,55,,,,50,55,,60,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
728,695,480,886,"""41.2""","""41.4""","""40.0""","""45.3""","""42.7""","""45.5""","""|""","""Danny""","""Mendick""",2020,"""26.7""","""SS""","""R""","""R""","""70""","""190""","""professional""",160,4,"""|""",2781,664901,,18889,"""sa875320""","""|""",,,14,,"""UMass Lowell""","""MLB""",,"""CHW""",,,,,2020,40,,,"""Mendick had a strong, BABIP-driven cup of coffee late last year despite pretty lousy at-bat quality during that stretch. It was anomalous for the shortstop, who has been a disciplined, contact-oriented hitter for his entire minor league career. He lacks the power typical of an everyday player, even on the middle infield, but is ready to play a versatile bench role right now.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""42.7""","""45.5""",,,,,"""|""",,,,,,0.0,"""|""",45,35,40,50,45,50,50,40,40,50,45,50,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
729,696,481,866,"""41.2""","""41.4""","""40.0""","""45.9""","""40.0""","""46.4""","""|""","""C.J.""","""Chatham""",2020,"""25.4""","""SS""","""R""","""R""","""75""","""185""","""professional""",160,4,"""|""",1731,,"""641453""",,"""sa873984""","""|""",,,21,,"""Florida Atlantic""",,,"""BOS""",,,,,2020,40,"""o51fk4q6VrI""",,"""Chatham's rather lengthy injury history becomes less problematic when you accept that his likely future role is of a part-time, bench variety. He's a bunch of 45s on offense, he plays a fine shortstop, and last season he started seeing more time at other positions, mostly second base. He played some left field and third base out of necessity in the fall because some of his teammates went home early. He has an outside shot to be Boston's starting second baseman next year, but we have him projected as a utility man long-term.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""40.0""","""46.4""",,,,,"""|""",,,,,,0.0,"""|""",35,30,45,50,50,60,45,40,45,50,55,60,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,"""MIN""",0.500,"""XXX"""
730,697,482,867,"""41.2""","""41.4""","""40.0""","""45.9""","""40.0""","""46.4""","""|""","""Reese""","""McGuire""",2020,"""25.3""","""C""","""L""","""R""","""73""","""195""","""professional""",160,4,"""|""",118,624512,"""mcguire_reese""",15674,"""sa737505""","""|""",,,23,,"""Kentwood HS (WA)""","""MLB""",,"""TOR""",,,,,2020,40,"""R-7ft9EA2ac""",,"""McGuire projects as a glove-first backup catcher (his 45-game big league statline is impressive, but the visual evaluations still indicate a defense-oriented profile) who might steal a start from Danny Jansen here and there because of his handedness. He has a mid-March court date following an arrest during spring training for misdemeanor exposure of sexual organs, which GM Ross Atkins has said will not impact McGuire's standing with the team.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""40.0""","""46.4""",,,,,"""|""",,,,,,0.0,"""|""",45,20,45,30,50,60,50,35,45,30,60,60,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,"""NYM""",0.500,"""XXX"""
731,698,483,849,"""41.2""","""41.4""","""40.0""","""46.1""","""38.6""","""46.8""","""|""","""Ryan""","""Kreidler""",2020,"""22.6""","""3B""","""R""","""R""","""74""","""195""","""professional""",160,4,"""|""",2925,,"""kreidler_ryan""",,"""sa3010587""","""|""",,,24,,"""UCLA""","""A-""",,"""DET""",,,,,2022,40,,,"""A vanilla but well-rounded college infielder, Kreidler's best defensive fit is at third base, but he's fundamentally sound enough to stand at a middle infield spot if needed. A conservative, contact-oriented approach coupled with limited raw power shade the projection toward a bench infield/utility type.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""38.6""","""46.8""",,,,,"""|""",,,,,,0.0,"""|""",35,30,45,45,45,55,50,40,45,45,50,55,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
732,699,484,827,"""41.2""","""41.4""","""40.0""","""46.5""","""37.3""","""47.3""","""|""","""Jack""","""Herman""",2020,"""20.7""","""RF""","""R""","""R""","""72""","""190""","""professional""",160,4,"""|""",2737,681075,,,"""sa3007877""","""|""",,,27,,"""Eastern HS (NJ)""","""A""",,"""PIT""",,,,,2023,40,,,"""Herman skipped a couple of levels and kept his head above water at Greensboro in his first full pro season, striking out a lot (he was a 30th rounder out of a New Jersey high school the year before) while hitting for power. His stroke is comically simple and it's amazing how he's able to rotate and generate lift and power with such minimal activity before his hands fire. It's going to be a tough right field profile and some hit tool questions will eventually need to be answered, but the raw and game power look like they're going to clear the right field bar if Mr. Herman hits.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""37.3""","""47.3""",,,,,"""|""",,,,,,0.0,"""|""",30,35,50,40,40,60,40,55,55,40,50,60,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
733,700,485,783,"""41.2""","""41.4""","""40.0""","""47.1""","""35.5""","""48.2""","""|""","""David""","""Garcia""",2020,"""20.3""","""C""","""S""","""R""","""71""","""170""","""professional""",160,4,"""|""",1579,671272,,,"""sa3003197""","""|""",,,26,,"""Venezuela""","""A-""",,"""TEX""",,,,,2022,40,"""sNTYIjf6mLk""",,"""Garcia went to the Northwest League as a teenager and hit .277/.351/.435 while only catching 38 games as the Rangers continue to handle the physically immature catcher with care. He was so frail early on that he struggled to handle pro-quality stuff on the backfields when he first arrived in the States, but Garcia has now thickened to the point that he appears better able to deal with the physical grind of catching. I'm not sure he'll retain the viable power on contact he showed last year once he's subject to a full-season beating behind the plate, and until that's proven, I'm inclined to project Garcia as a backup who has a puncher's chance to play everyday.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""35.5""","""48.2""",,,,,"""|""",,,,,,0.0,"""|""",35,20,40,40,45,55,55,40,45,30,55,55,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
734,912,919,763,"""41.1""","""39.4""","""37.0""","""47.3""","""37.7""","""48.2""","""|""","""Thomas""","""Jones""",2020,"""22.5""","""CF""","""R""","""R""","""76""","""195""","""professional""",148,4,"""|""",1729,666196,"""jones_thomas""",,"""sa917968""","""|""",,,38,,"""Laurens HS (SC)""","""A""",,"""MIA""",2,,,,2022,37,,,"""His triple slash line doesn't look great, but Jones actually put together an above-average offensive season for the Midwest League (111 wRC+), his first in full-season ball. He remains a low-probability, long-term physical projection prospect (same as when he was drafted) and it's growing more important for Jones to develop impact power because he's started to see more time in a corner.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""37.7""","""48.2""",,,,,"""|""",,,,2.0,,0.0,"""|""",30,30,45,55,45,50,40,50,55,50,55,50,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
735,853,920,682,"""41.1""","""40.0""","""37.0""","""48.2""","""43.6""","""48.6""","""|""","""Ty""","""Adcock""",2020,"""23.3""","""RHP""","""R""","""R""","""72""","""213""","""professional""",148,4,"""|""",2911,,"""adcock_ty""",,,"""|""",,,37,,"""Elon""",,,"""SEA""",,,,,2022,37,,,"""Adcock is a catcher conversion arm who emerged a year after he was first draft-eligible. He's an upper-90s power relief prospect who didn't throw after the draft.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""43.6""","""48.6""",,"""|""",1.5000,,,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,,,30,65,45,40,45,,,35,65,50,50,50,,,"""|""",,,,,,"""|""",,,,,,,,,,,
736,762,921,359,"""41.1""","""40.8""","""37.0""","""51.0""","""46.8""","""51.4""","""|""","""Brett""","""Conine""",2020,"""23.6""","""RHP""","""R""","""R""","""75""","""210""","""professional""",148,4,"""|""",3249,,,,"""sa3008024""","""|""",,,36,,"""Fullerton""","""AA""",,"""HOU""",,,,,2021,37,,,"""Conine spent 2019 carving up low-level hitters with a well-located breaking ball and a sneaky, low-90s heater. His could pitch his way into a backend rotation role, but he's more likely a spot start, up and down type.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""46.8""","""51.4""",,"""|""",0.5000,0.1667,0.0000,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2550,2300,45,50,40,45,55,,,55,50,45,50,55,,,"""|""",,,,,,"""|""",,,,,,,,,,,
737,714,922,198,"""41.1""","""41.3""","""37.0""","""52.6""","""50.0""","""52.8""","""|""","""Devin""","""Sweet""",2020,"""23.7""","""RHP""","""R""","""R""","""71""","""185""","""professional""",148,4,"""|""",3343,,,,"""sa3008340""","""|""",,,25,,"""North Carolina Central""","""A+""",,"""SEA""",,,,,2022,37,,,"""Sweet was a 2018 undrafted free agent senior sign who had a 2019 breakout. He began the year in the Low-A bullpen (50 K, 9 BB in 35 innings), then in June was moved to the rotation and thrived for 12 starts. He made a few late-August starts at Hi-A, and was good there, too. Sweet has fastball command, fastball ride, and a plus changeup. He's a little light on velocity, only sitting 90-93, but he's garnered swings and misses at that velocity at the top of the strike zone so far. His changeup has bat-eluding sink and fade, and is used against righty hitters. The breaking ball is just okay, but he can land it for strikes to start counts.   It's a 40-man look, to be sure. Perhaps the velo would tick up in the bullpen in an interesting way (all our Sweet info comes from folks who've seen him start), but for now he projects in the fifth or sixth starter area.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""50.0""","""52.8""",,"""|""",0.2500,0.0000,0.0000,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2250,2350,50,50,55,45,,,,55,50,60,45,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
738,693,477,672,"""41.1""","""41.4""","""40.0""","""48.3""","""30.0""","""50.0""","""|""","""Jeremy""","""De La Rosa""",2020,"""18.4""","""RF""","""L""","""L""","""73""","""160""","""professional""",160,4,"""|""",2931,682707,,,"""sa3011329""","""|""",,,13,,"""Dominican Republic""","""R""",,"""WSN""",,,,,2024,40,,,"""De La Rosa popped up quickly after signing for $300,000 last summer (normally below our radar on signing day) and standing out in stateside instructs. He had a solid pro debut this summer in the GCL as a 17-year-old, and the tools are still present as well: solid average speed, an improved arm that shows average, a chance to play in center field, and average raw power that could improve in the coming years. For those wondering who the next elite international position player prospect will be in this system, he and Roimar Quintana are the new young bats to watch.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""30.0""","""50.0""",,,,,"""|""",,,,,,0.0,"""|""",20,20,50,40,35,50,50,55,60,30,45,50,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
739,555,478,580,"""41.1""","""42.4""","""40.0""","""49.1""","""45.0""","""49.5""","""|""","""Konnor""","""Pilkington""",2020,"""22.7""","""LHP""","""L""","""L""","""75""","""228""","""professional""",160,4,"""|""",2418,663455,"""pilkington_konnor""",,"""sa3008371""","""|""",,,21,,"""Mississippi State""","""A+""",,"""CHW""",-1,,,,2021,40,"""Za16Dipi_9E""",,"""Pilkington missed an SEC bat per inning during his stay at Mississippi State, and seemed like a potentially quick-moving, low-variance backend starter prospect when the White Sox made him their third round pick in 2017. Physically mature and wielding vanilla stuff, Pilkingtons upside is limited, and most of his draft value was in perceived certainty. His stuff was sometimes down in the mid-80s during the 2019 spring, though. Ideally, hell move to the upper levels pretty quickly and at least function as viable depth before eventually taking a turn as the fifth starter.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""45.0""","""49.5""",,"""|""",0.0000,0.0000,0.0000,-1.0,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2150,2350,45,45,45,50,40,,,55,45,50,50,45,,,"""|""",,,,,,"""|""",,,,,,,,,,,
740,556,479,581,"""41.1""","""42.4""","""40.0""","""49.1""","""45.0""","""49.5""","""|""","""Tyler""","""Nevin""",2020,"""23.0""","""1B""","""R""","""R""","""76""","""200""","""professional""",160,4,"""|""",1280,663527,"""nevin_tyler""",,"""sa874752""","""|""",,,15,,"""Poway HS (CA)""",,,"""COL""",-1,,,,2021,40,,,"""The list of current first baseman with premium contact skills but middling game power is full of players hovering around replacement level. Overripe Albert Pujols and Daniel Murphy, last year's Joey Votto. This seems to be Nevin's fate. We've seen him hit oppo homers but it comes from quality, barreled contact rather than raw strength and power. He tracks pitches beautifully and can make quality contact with pitches all over the zone, but it's very tough for a righty-hitting first baseman without big power to profile. Nevin's reps at third base have dwindled, and he played a few games in left field last summer. He's on the 40-man and looks like a corner bench bat.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""45.0""","""49.5""",,,,,"""|""",,,,-1.0,,0.0,"""|""",50,40,50,35,40,50,55,45,55,35,45,50,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,"""CLE""",0.500,"""XXX"""
741,851,914,655,"""41.0""","""40.0""","""37.0""","""48.5""","""43.9""","""48.9""","""|""","""Manuel""","""Silva""",2020,"""21.5""","""LHP""","""L""","""L""","""74""","""145""","""professional""",148,4,"""|""",3105,,,,"""sa917865""","""|""",,,39,,"""Dominican Republic""",,,"""PHI""",1,,,,2021,37,,,"""I officially have one foot in, one foot out on Silva. His frame, his mechanical grace and fluidity, and his feel for locating average secondary stuff are still positives, but the clock is ticking on the body and fastball projection. The command and secondary quality aren't good enough to support the profile without more heat.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""43.9""","""48.9""",,"""|""",0.2500,0.0000,,1.0,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2250,,45,40,45,,45,,,50,45,50,,50,,,"""|""",,,,,,"""|""",,,,,,,,,,,
742,852,470,956,"""41.0""","""40.0""","""40.0""",,,,"""|""","""Mateo""","""Gil""",2020,"""19.9""","""SS""","""R""","""R""","""73""","""180""","""professional""",160,4,"""|""",3185,,,,"""sa3007050""","""|""",,,20,,"""Timber Creek HS (TX)""","""R""",,"""STL""",1,,,,2023,40,""" """,,"""Mateo is the son of former big league infielder Benji Gil and, despite not being on the showcase circuit much in high school, looks primed to carve out a big league career as well. He's a shortstop for now, but could slide over to second or third depending on how his body develops. He closed 2019 strong and his exit velos were also above average for his age and level. There may not be a plus tool on the card, but Gil has low-end regular upside.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,,,,"""|""",,,,1.0,,0.0,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
743,804,915,637,"""41.0""","""40.3""","""37.0""","""48.6""","""48.6""","""48.6""","""|""","""Tyrone""","""Taylor""",2020,"""26.4""","""CF""","""R""","""R""","""72""","""185""","""professional""",148,4,"""|""",154,621438,,13675,"""sa657979""","""|""",,,28,,"""Torrance HS (CA)""","""MLB""",,"""MIL""",1,,,,2020,37,"""y2EErqiSPmY""",,"""Taylor made a relevant swing change in 2018 and probably would have exhausted his rookie eligibility last year had he not dealt with injuries, which have been pervasive throughout his career. He has bench outfield tools and is big league ready.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""","""48.6""","""48.6""",,,,,"""|""",,,,1.0,,0.0,"""|""",50,40,45,55,55,50,50,40,45,55,55,50,"""|""",,,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",,,,,,,,,"""NYM""",0.500,"""XXX"""
744,805,916,523,"""41.0""","""40.3""","""37.0""","""49.5""","""44.4""","""50.0""","""|""","""Elvin""","""Rodriguez""",2020,"""22.2""","""RHP""","""R""","""R""","""75""","""170""","""professional""",148,4,"""|""",2979,660730,,,"""sa873437""","""|""",,,30,,"""Dominican Republic""","""A+""",,"""DET""",1,,,,2021,37,,,"""Rodriguez was an advanced pitchability righty with physical projection when Detroit acquired him from the Angels for Justin Upton. He's now 22, and the velo hasn't arrived. He still has a great build and arm action, but he's looking like a sixth or seventh starter now because the heat just hasn't come.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""44.4""","""50.0""",,"""|""",0.0000,0.0000,0.0000,1.0,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2350,2400,40,40,50,50,,,,50,45,55,50,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
745,747,917,156,"""41.0""","""41.0""","""37.0""","""53.2""","""41.4""","""54.3""","""|""","""Michell""","""Miliano""",2020,"""20.4""","""RHP""","""R""","""R""","""75""","""180""","""professional""",148,4,"""|""",3046,,,,"""sa3005188""","""|""",,,52,,"""Dominican Republic""","""R""",,"""SDP""",,,,,2023,37,"""S-hbniFCk5Y""",,"""Miliano remains well-built, throws in the mid-90s, has a good-looking curveball, and has mechanical fluidity that makes it look like he should eventually repeat his delivery (though he does not right now and struggles with walks). He's a relief prospect at this point.""","""|""",,,,,,,,"""|""",,,,,,"""|""",,,"""|""",,,"""|""",,,,"""41.4""","""54.3""",,"""|""",0.5000,0.0000,0.0000,,,0.0,"""|""",,,,,,,,,,,,,"""|""",,2200,2600,30,50,,50,,,,50,55,,60,,,,"""|""",,,,,,"""|""",,,,,,,,,,,
