player_name,teams,end_year,start_year,years,ip,k_9,bb_9,k_bb,hr_9,FIP,park_FIP,FIP_minus,FIP_WAR,ERA,park_ERA,ERA_minus,ERA_WAR
Curtis Taylor,Bos,2019,2019,1,93.7,8.46,4.42,1.91,1.25,4.620,4.559,117.45,-0.55,3.840,3.790,97.62,0.36
D.J. Carrasco,Col,2012,2009,4,348.3,6.36,3.46,1.88,0.83,4.185,3.960,96.00,1.60,3.179,3.009,73.07,5.72
D.J. Johnson,KC/Tam,2019,2019,1,64.0,8.44,3.52,2.40,1.41,4.550,4.586,118.14,-0.40,2.814,2.822,72.70,1.08
D.J. Snelten,Tor,2018,2018,1,87.0,8.59,4.14,2.08,1.03,4.112,4.154,109.23,-0.16,5.590,5.647,148.47,-1.79
Daisuke Matsuzaka,Bos/NYN/NYM,2012,2008,5,771.1,8.50,3.55,2.47,0.95,3.954,3.963,94.25,8.30,4.482,4.483,107.14,3.58
Dale Thayer,LAN/Atl/NYN,2015,2013,3,140.0,8.42,1.86,4.58,1.35,3.914,3.946,104.54,0.09,3.921,3.956,104.60,0.07
Dalier Hinojosa,LAA/KC,2017,2016,2,122.0,8.41,5.68,1.55,0.66,4.227,4.268,113.09,-0.46,3.981,4.019,106.55,-0.06
Dallas Beeler,Det,2016,2016,1,222.3,6.19,2.35,2.64,0.45,3.218,3.196,88.24,3.39,2.590,2.573,71.03,5.42
Dallas Braden,Hou,2013,2008,6,950.3,5.90,2.48,2.51,0.94,4.098,4.167,102.68,7.01,4.094,4.164,102.23,7.22
Dallas Keuchel,Col/LAN/ChN,2020,2014,7,1183.3,8.06,2.60,3.12,0.77,3.390,3.355,88.47,17.90,3.393,3.351,88.28,18.24
Dallas Trahern,STL,2008,2008,1,161.7,4.01,3.56,1.13,0.84,4.894,4.927,110.95,0.59,5.120,5.155,116.08,0.19
Damaso Marte,LAD/BAL/Sea,2010,2005,6,274.0,9.89,5.42,1.90,0.92,4.250,4.289,96.13,1.24,4.138,4.175,94.00,1.59
